# =============================================================================
# NXTUP Platform - Training Dataset (Zero Data Leakage)
# =============================================================================
# PURPOSE: Independent dataset generation for NXTUP Placement Risk Modeling.
# RECORDS: 1200 | RANDOM SEED: 4242
# SIH 2026 (Problem ID: SIH26135) | Team Lumora
# =============================================================================
attendance_pct,assessment_avg_score,certification_status,skill_gap_score,has_apprenticeship,training_duration_weeks,prior_experience_years,course_domain,state,num_job_applications,verified_skill_count,placement_status
78.6,61.1,0,51.1,0,20,0,Data Science & AI,Tamil Nadu,11,7,1
67.1,40.1,0,67.0,0,20,0,Data Science & AI,Gujarat,11,4,0
82.3,64.8,1,39.0,0,16,0,Data Science & AI,West Bengal,12,8,1
63.0,32.0,0,76.2,0,14,0,Information Technology,Tamil Nadu,6,2,0
92.9,92.1,1,27.6,0,16,0,Data Science & AI,Delhi,13,10,1
87.3,74.2,1,39.8,0,14,0,Information Technology,Tamil Nadu,9,10,1
83.5,60.8,1,38.4,0,16,1,Cloud Infrastructure,West Bengal,18,9,1
70.8,57.1,1,49.8,0,20,0,Data Science & AI,Tamil Nadu,7,7,1
86.0,73.2,1,35.2,1,20,1,Data Science & AI,Maharashtra,12,10,1
65.0,47.9,0,64.3,0,16,0,Cloud Infrastructure,Maharashtra,9,4,0
97.6,80.3,1,19.7,1,18,1,Information Technology,Telangana,6,10,1
79.6,63.9,1,34.6,0,16,0,Data Science & AI,Telangana,7,8,1
77.9,50.9,1,54.9,1,14,0,Information Technology,Karnataka,16,7,1
87.2,73.1,0,46.8,0,12,0,Cloud Infrastructure,Karnataka,7,7,1
67.2,46.8,0,74.6,1,12,0,Industrial Electronics,Telangana,9,5,0
77.9,60.4,1,38.0,0,20,0,Data Science & AI,Tamil Nadu,11,8,0
62.1,32.0,0,83.9,0,20,0,Information Technology,Maharashtra,7,4,1
80.2,55.4,0,47.5,0,12,1,Cloud Infrastructure,Karnataka,17,7,0
65.7,44.0,0,68.5,1,14,2,Cloud Infrastructure,Karnataka,6,4,1
73.0,51.4,0,60.7,0,16,0,Data Science & AI,Maharashtra,13,6,0
87.0,75.4,0,41.8,0,14,0,Cloud Infrastructure,Maharashtra,10,8,0
82.3,68.2,1,34.3,0,12,1,Healthcare Technology,Tamil Nadu,6,8,1
74.5,60.0,0,58.1,1,14,0,Information Technology,Karnataka,10,5,1
76.4,60.8,0,62.0,0,16,1,Industrial Electronics,Maharashtra,11,7,0
74.6,57.1,0,61.9,1,20,0,Information Technology,Uttar Pradesh,12,7,1
86.9,77.7,0,44.8,0,14,0,Cloud Infrastructure,Gujarat,14,8,1
80.0,58.8,0,47.3,0,14,2,Information Technology,Maharashtra,14,7,0
82.9,73.7,0,52.9,1,12,1,Cloud Infrastructure,Maharashtra,7,7,1
74.6,61.0,0,64.2,0,16,0,Cloud Infrastructure,Telangana,8,5,0
77.7,59.9,0,59.7,1,16,0,Industrial Electronics,Rajasthan,12,8,1
74.0,62.8,1,44.2,1,10,0,Healthcare Technology,Maharashtra,5,8,1
81.3,62.0,0,48.3,1,20,0,Data Science & AI,Karnataka,15,5,1
82.9,58.7,1,43.9,0,16,0,Data Science & AI,Karnataka,14,8,1
70.5,53.4,1,57.4,1,14,0,Information Technology,Gujarat,14,8,1
90.0,76.0,1,29.1,0,16,1,Information Technology,Rajasthan,16,9,1
69.8,44.3,0,63.7,0,14,3,Healthcare Technology,Maharashtra,5,5,1
82.9,73.9,0,51.8,0,20,0,Data Science & AI,Maharashtra,14,8,1
67.6,44.7,0,70.3,0,12,0,Cloud Infrastructure,Maharashtra,6,3,0
82.1,64.0,0,54.4,0,14,1,Healthcare Technology,Maharashtra,8,6,1
74.3,57.9,0,61.5,0,14,0,Data Science & AI,Uttar Pradesh,13,7,0
87.7,77.1,1,26.9,0,18,0,Information Technology,Kerala,10,11,1
91.2,76.3,1,30.1,0,16,0,Cloud Infrastructure,Telangana,9,10,1
76.3,58.1,0,63.9,0,20,1,Data Science & AI,Gujarat,9,7,0
90.3,76.4,1,25.1,1,14,0,Healthcare Technology,Tamil Nadu,19,9,1
63.6,32.0,0,78.5,1,14,0,Information Technology,Telangana,5,4,0
61.6,32.6,0,71.6,0,24,1,Industrial Electronics,Maharashtra,8,2,0
78.1,59.4,0,51.0,0,16,0,Information Technology,Maharashtra,18,8,1
76.0,44.8,0,58.4,0,18,0,Information Technology,Rajasthan,6,6,0
97.2,81.7,1,19.7,1,16,0,Cloud Infrastructure,Karnataka,9,11,1
93.0,74.4,1,22.6,0,20,1,Information Technology,Telangana,10,11,1
72.5,52.8,0,58.4,1,16,1,Information Technology,Kerala,8,5,0
83.2,63.5,1,45.4,0,16,0,Industrial Electronics,Maharashtra,13,10,1
83.7,66.7,0,40.8,0,16,1,Data Science & AI,Delhi,12,7,1
77.5,57.5,0,66.9,0,16,0,Information Technology,Karnataka,15,6,1
88.8,71.3,1,32.4,1,14,0,Data Science & AI,Karnataka,6,9,1
75.8,52.5,1,42.0,0,24,0,Industrial Electronics,Gujarat,10,8,1
82.0,69.8,1,41.8,0,20,0,Data Science & AI,Telangana,16,8,1
76.5,51.0,0,53.9,0,16,1,Information Technology,Maharashtra,8,7,0
79.1,58.5,1,37.2,0,16,1,Industrial Electronics,Kerala,12,10,1
76.5,59.0,0,63.0,0,14,0,Cloud Infrastructure,Rajasthan,4,4,0
90.0,72.6,0,49.0,1,16,0,Data Science & AI,West Bengal,17,7,1
60.3,38.9,0,79.4,0,10,0,Healthcare Technology,Maharashtra,6,4,0
60.9,32.0,0,83.3,0,14,1,Cloud Infrastructure,Maharashtra,4,5,0
82.8,70.9,1,34.2,0,20,0,Data Science & AI,Gujarat,20,10,1
65.5,44.6,0,73.2,0,14,0,Cloud Infrastructure,Gujarat,7,5,0
86.1,65.8,1,34.2,0,14,0,Healthcare Technology,Tamil Nadu,22,10,1
69.8,49.8,0,57.4,0,16,0,Cloud Infrastructure,Gujarat,4,4,0
83.1,68.1,0,56.7,1,20,0,Information Technology,Karnataka,15,6,1
74.9,59.2,0,51.0,1,20,0,Data Science & AI,Kerala,7,5,1
75.0,61.9,1,51.3,0,16,0,Information Technology,Karnataka,2,9,1
79.3,59.4,0,57.7,0,20,0,Information Technology,Maharashtra,9,5,1
92.3,79.3,1,29.9,0,20,0,Data Science & AI,Gujarat,11,10,1
70.3,57.1,1,45.1,0,12,0,Industrial Electronics,Delhi,10,6,1
67.1,41.2,0,65.8,0,16,0,Data Science & AI,Maharashtra,6,4,0
91.0,76.4,0,50.1,0,10,2,Healthcare Technology,Uttar Pradesh,12,9,1
71.9,44.4,0,62.9,0,12,0,Industrial Electronics,Uttar Pradesh,17,5,0
86.4,74.2,1,37.7,0,14,0,Cloud Infrastructure,Maharashtra,10,10,1
68.9,51.1,0,67.2,0,14,0,Data Science & AI,Maharashtra,6,5,1
83.5,69.1,1,40.7,1,14,0,Cloud Infrastructure,Maharashtra,9,11,1
81.2,68.0,1,29.0,0,18,0,Information Technology,Kerala,10,9,1
80.6,49.9,0,53.9,0,14,0,Cloud Infrastructure,Tamil Nadu,6,7,0
81.6,59.6,0,50.9,0,18,1,Information Technology,Karnataka,17,6,1
85.6,64.6,1,27.0,1,14,0,Cloud Infrastructure,Gujarat,12,10,1
86.7,67.5,0,55.0,0,10,0,Healthcare Technology,Maharashtra,6,6,1
91.4,70.2,1,30.0,1,20,1,Information Technology,Uttar Pradesh,9,10,1
88.6,65.8,1,33.8,1,12,0,Cloud Infrastructure,Uttar Pradesh,11,10,1
87.4,78.3,1,27.6,0,16,0,Cloud Infrastructure,Karnataka,8,11,1
74.9,54.3,0,56.3,0,12,0,Cloud Infrastructure,Karnataka,10,6,0
70.9,47.0,0,72.8,1,14,0,Cloud Infrastructure,Telangana,4,6,1
83.9,70.2,0,52.5,1,20,0,Information Technology,Maharashtra,15,8,1
66.6,47.2,1,61.2,0,14,0,Information Technology,Uttar Pradesh,8,6,1
68.3,47.5,0,59.6,0,18,0,Information Technology,Gujarat,6,4,0
76.8,63.1,0,54.7,0,12,2,Cloud Infrastructure,Maharashtra,12,6,1
65.6,48.3,0,61.4,0,14,2,Healthcare Technology,Telangana,7,5,0
81.7,72.5,1,34.9,1,14,0,Healthcare Technology,Tamil Nadu,12,8,1
64.6,46.5,0,70.2,1,20,4,Information Technology,West Bengal,11,5,1
89.8,74.5,1,23.7,0,16,0,Cloud Infrastructure,Karnataka,8,12,1
77.4,51.4,0,63.2,1,12,0,Healthcare Technology,West Bengal,8,7,1
63.6,38.9,0,75.4,1,20,1,Information Technology,Tamil Nadu,4,5,0
82.8,79.2,1,27.9,0,20,0,Data Science & AI,Telangana,8,8,1
70.1,47.3,0,71.1,0,16,0,Data Science & AI,Karnataka,6,4,0
74.3,57.6,0,63.8,1,16,1,Information Technology,Rajasthan,10,7,0
80.5,71.3,1,43.6,0,20,0,Data Science & AI,Kerala,16,8,1
67.6,45.6,0,63.0,0,12,0,Healthcare Technology,Gujarat,4,6,0
89.3,77.1,0,49.4,1,16,0,Cloud Infrastructure,Uttar Pradesh,10,7,1
72.7,56.8,1,52.1,0,24,0,Industrial Electronics,Telangana,15,9,1
88.8,74.3,1,25.9,1,12,1,Cloud Infrastructure,Maharashtra,11,10,1
82.6,66.7,1,34.9,0,14,0,Cloud Infrastructure,Uttar Pradesh,19,9,1
67.0,38.6,0,81.8,0,20,0,Information Technology,Karnataka,5,4,0
84.6,70.5,1,39.3,1,20,1,Information Technology,Delhi,11,8,1
63.3,34.7,0,77.4,0,14,0,Information Technology,Uttar Pradesh,5,3,0
75.3,61.3,0,48.9,0,16,1,Data Science & AI,Maharashtra,13,6,1
78.9,68.6,0,47.5,0,12,0,Cloud Infrastructure,Uttar Pradesh,8,7,1
64.8,44.1,0,79.4,0,12,0,Industrial Electronics,Karnataka,6,4,1
76.3,54.4,0,59.5,1,12,0,Industrial Electronics,Gujarat,12,7,0
85.2,64.3,0,51.0,0,12,4,Cloud Infrastructure,Karnataka,13,8,1
80.3,54.5,0,50.4,1,14,0,Information Technology,Karnataka,12,6,1
86.9,77.6,1,27.3,0,10,1,Healthcare Technology,Karnataka,8,10,1
83.7,62.9,1,38.4,0,20,0,Information Technology,Gujarat,13,10,1
56.1,32.0,0,82.0,0,20,0,Data Science & AI,Maharashtra,8,1,0
82.3,61.5,1,43.5,0,18,1,Information Technology,Karnataka,11,9,1
95.9,95.6,1,25.4,0,24,0,Industrial Electronics,Telangana,11,10,1
90.8,81.1,1,28.4,0,10,0,Healthcare Technology,Gujarat,10,9,1
71.7,48.6,0,66.9,1,18,0,Information Technology,West Bengal,5,6,1
87.8,69.9,1,37.0,0,16,0,Information Technology,Delhi,17,11,1
92.0,84.6,1,22.1,1,14,0,Information Technology,Gujarat,14,12,1
73.4,47.6,1,48.3,0,10,0,Healthcare Technology,Maharashtra,2,6,0
67.5,44.3,0,73.0,0,20,1,Information Technology,Gujarat,9,5,1
63.4,36.3,0,79.2,0,10,1,Healthcare Technology,Uttar Pradesh,8,3,0
71.2,49.5,0,57.6,1,20,1,Information Technology,Karnataka,7,6,1
72.2,55.9,0,65.9,0,20,0,Data Science & AI,Telangana,5,6,0
74.8,50.4,0,66.5,0,16,1,Industrial Electronics,Maharashtra,4,6,1
73.7,60.0,1,43.7,1,14,0,Information Technology,Telangana,12,9,1
64.5,36.5,0,64.4,1,10,0,Healthcare Technology,Maharashtra,5,4,1
80.8,61.0,1,37.5,0,14,0,Information Technology,Maharashtra,9,8,1
85.2,71.6,1,33.4,0,20,0,Information Technology,Karnataka,10,9,1
72.1,48.2,0,53.5,1,14,0,Information Technology,Rajasthan,11,6,1
80.2,62.5,1,47.1,0,12,2,Industrial Electronics,Uttar Pradesh,10,8,1
72.3,51.6,0,65.0,0,14,4,Cloud Infrastructure,Karnataka,13,7,0
75.1,50.4,0,56.3,1,16,0,Industrial Electronics,Gujarat,11,5,0
78.6,60.8,1,38.5,0,24,0,Industrial Electronics,Delhi,8,8,1
86.4,75.4,1,37.3,0,12,1,Cloud Infrastructure,Tamil Nadu,17,11,1
90.2,71.6,1,23.9,1,12,0,Industrial Electronics,Telangana,14,10,1
89.1,76.2,1,33.4,0,20,0,Data Science & AI,Gujarat,13,10,1
87.2,70.7,1,33.8,1,14,0,Information Technology,Maharashtra,14,11,1
86.9,75.6,1,24.5,1,20,1,Information Technology,Karnataka,13,9,1
97.4,90.0,1,26.4,0,16,1,Data Science & AI,Telangana,8,10,1
73.4,48.8,0,56.5,1,20,0,Information Technology,Delhi,5,5,0
72.5,56.3,1,62.7,0,20,3,Information Technology,Telangana,8,7,1
82.1,57.7,1,36.5,0,14,0,Information Technology,Maharashtra,13,8,1
77.9,57.3,0,52.3,0,12,0,Cloud Infrastructure,Rajasthan,11,5,1
67.1,43.9,1,53.2,0,16,2,Data Science & AI,Tamil Nadu,11,8,1
89.2,72.8,0,46.2,0,16,2,Industrial Electronics,Karnataka,13,7,1
74.3,50.2,0,55.9,1,16,0,Cloud Infrastructure,Rajasthan,13,4,0
91.1,71.0,1,35.2,1,16,0,Industrial Electronics,Karnataka,9,9,1
91.0,75.2,1,30.4,1,16,1,Data Science & AI,Maharashtra,15,11,1
71.1,54.9,1,48.5,0,16,0,Cloud Infrastructure,Rajasthan,9,7,1
90.4,78.0,1,30.5,0,16,0,Data Science & AI,Tamil Nadu,14,10,1
78.5,61.0,0,47.1,0,14,1,Healthcare Technology,Gujarat,15,8,1
81.6,64.0,1,31.1,1,20,0,Information Technology,Rajasthan,14,8,1
91.3,75.1,0,39.9,0,12,1,Cloud Infrastructure,West Bengal,12,8,1
97.9,83.5,1,25.8,1,16,4,Information Technology,Telangana,10,11,1
70.3,50.2,0,69.3,0,16,0,Information Technology,Karnataka,5,6,1
71.2,46.8,0,70.7,0,20,1,Information Technology,Maharashtra,11,5,0
76.1,65.5,0,62.3,1,20,3,Information Technology,Maharashtra,5,7,1
77.4,55.9,1,47.3,0,16,0,Information Technology,Telangana,7,9,1
85.5,70.6,1,30.0,0,14,0,Cloud Infrastructure,Gujarat,15,11,1
96.1,81.9,1,15.5,1,12,4,Industrial Electronics,Rajasthan,12,10,1
81.0,57.2,0,60.4,0,18,0,Information Technology,Telangana,13,5,1
75.3,59.8,1,51.3,1,16,0,Cloud Infrastructure,Kerala,19,9,1
70.4,56.9,0,61.9,0,16,0,Information Technology,Maharashtra,7,6,1
80.2,62.1,1,34.4,0,20,0,Data Science & AI,Karnataka,10,8,1
60.0,41.9,0,74.0,0,14,0,Data Science & AI,Telangana,3,4,0
76.5,58.0,0,55.0,0,16,0,Data Science & AI,Tamil Nadu,6,6,1
76.7,60.5,1,50.5,0,16,0,Industrial Electronics,Delhi,9,9,1
77.4,54.5,0,51.6,0,16,0,Data Science & AI,Karnataka,19,7,1
66.2,49.0,0,74.5,0,14,0,Data Science & AI,West Bengal,4,6,0
85.6,71.6,1,24.5,0,16,0,Data Science & AI,Telangana,10,9,1
74.4,54.0,1,46.1,1,10,0,Healthcare Technology,Maharashtra,12,8,1
84.2,63.3,0,54.3,0,20,0,Data Science & AI,Maharashtra,14,8,0
80.2,60.9,1,32.5,0,12,0,Industrial Electronics,Maharashtra,13,10,1
70.5,44.4,0,64.8,0,16,0,Information Technology,Karnataka,6,5,0
72.9,48.8,0,70.2,1,24,0,Industrial Electronics,Maharashtra,4,4,0
88.7,74.7,1,26.2,0,18,0,Information Technology,Tamil Nadu,10,11,1
87.8,73.1,0,40.6,0,16,0,Industrial Electronics,Maharashtra,10,7,1
68.9,43.7,1,58.6,1,12,0,Industrial Electronics,Gujarat,3,8,1
84.2,70.2,0,49.3,0,14,2,Information Technology,Gujarat,7,9,1
76.4,59.6,0,54.9,1,24,1,Industrial Electronics,Tamil Nadu,11,6,1
77.9,60.5,1,51.6,1,20,0,Information Technology,Karnataka,9,8,1
73.6,58.9,0,64.8,1,20,1,Information Technology,Maharashtra,10,6,1
87.7,72.7,1,31.8,0,20,2,Data Science & AI,Telangana,12,11,1
85.2,60.1,1,30.7,0,14,1,Data Science & AI,Maharashtra,14,9,1
79.5,68.4,1,34.0,0,14,0,Cloud Infrastructure,Karnataka,10,10,1
83.6,58.5,1,39.9,1,16,2,Information Technology,Delhi,10,8,1
75.9,60.0,1,45.4,0,12,1,Industrial Electronics,Gujarat,13,8,1
85.4,74.1,1,35.1,1,16,1,Data Science & AI,Karnataka,16,8,1
83.0,66.6,1,38.4,1,18,1,Information Technology,Tamil Nadu,9,7,1
61.7,32.3,0,81.2,1,14,3,Cloud Infrastructure,Tamil Nadu,6,2,0
73.7,46.7,0,68.6,0,14,0,Healthcare Technology,West Bengal,10,6,1
79.0,57.1,0,58.9,1,14,0,Cloud Infrastructure,Gujarat,18,6,1
75.2,57.8,0,53.6,0,14,0,Information Technology,Gujarat,15,7,0
64.9,35.6,0,78.9,1,14,1,Data Science & AI,Delhi,6,5,0
